Bit#|Name                  |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
02E1|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
02E6|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
02E7|                      |68|1|       1|       0|       0|       0|       1|       1|       1|
02E8|HaveWaterSpellStone1  |5C|1|       1|       0|       0|       1|       0|       0|       0|
02EB|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
02EC|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
02EF|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
02F8|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0303|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0304|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0305|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
030A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0316|                      |08|1|       1|       0|       1|       1|       1|       1|       1|
0335|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0338|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0341|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0348|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
034A|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0351|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0353|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0354|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0355|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0359|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
035F|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0360|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
036E|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
036F|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0371|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0374|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0375|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0376|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0377|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0379|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
037A|                      |12|1|       1|       0|       1|       1|       1|       1|       1|
037B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
037C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
037D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
037E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
037F|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0380|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0381|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0382|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0383|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0384|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0385|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0386|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0387|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
