Bit#|T|??|?|MaxValue|Name|Note
0E44|0|00|0|00000001||
0E45|0|00|0|00000001||
0E46|1|00|0|00000001||
0E47|1|00|0|00000001||
0E48|1|00|0|00000001||
0E49|0|00|0|00000001||
0E4A|2|00|0|00000001||
0E4B|1|00|0|00000001||
0E4C|1|00|0|00000003||
0E4D|1|00|0|00000007||
0E4E|2|00|0|00000001||
0E4F|2|00|0|00000001||
0E50|2|00|0|00000001||
0E51|0|00|0|00000001||
0E52|2|00|0|00000001||
0E53|0|00|0|00000001||
0E54|1|00|0|00000001||
0E55|1|00|0|00000001||
0E56|2|00|0|00000001||
0E57|2|00|0|00000001||
0E58|2|00|0|00000001||
0E59|0|00|0|00000001||
0E5A|1|00|0|00000001||
0E5B|2|1E|1|00000001||
0E5C|0|00|0|00000001||
0E5D|2|00|0|00000001||
0E5E|2|00|0|00000001||
0E5F|2|00|0|00000001||
0E60|2|00|0|00000001||
0E61|2|00|0|00000001||
0E62|2|00|0|00000001||
0E63|2|00|0|00000001||
0E64|2|00|0|00000001||
0E65|2|00|0|00000001||
0E66|2|00|0|00000001||
0E67|2|00|0|00000001||
0E68|2|00|0|00000001||
0E69|2|00|0|00000001||
0E6A|2|00|0|00000001||
0E6B|2|00|0|00000001||
0E6C|2|00|0|00000001||
0E6D|1|00|0|00000001||
0E6E|2|00|0|00000001||
0E6F|0|45|1|00000001||
0E70|0|43|1|00000001||
0E71|1|00|0|00000001||
0E72|2|00|0|00000001||
0E73|1|00|0|00000001||
0E74|0|00|0|00000001||
0E75|0|00|0|00000001||
0E76|0|00|0|00000001||
0E77|0|00|0|00000001||
0E78|2|00|0|00000001||
0E79|2|00|0|00000001||
0E7A|0|00|0|00000001||
0E7B|2|00|0|00000001||
0E7C|2|00|0|00000001||
0E7D|2|00|0|00000001||
0E7E|0|00|0|00000001||
0E7F|3|00|0|00000001||
0E80|2|00|0|00000001||
0E81|2|00|0|00000001||
0E82|0|00|0|00000001||
0E83|0|00|0|00000001||
0E84|0|00|0|00000001||
0E85|0|00|0|00000001||
0E86|0|00|0|00000001||
0E87|2|00|0|00000001||
0E88|2|00|0|00000001||
0E89|1|00|0|00000001||
0E8A|0|00|0|00000001||
0E8B|3|00|0|0000000F||
0E8C|0|00|0|00000001||
0E8D|0|00|0|00000001||
0E8E|0|00|0|00000001||
0E8F|2|00|0|00000001||
0E90|3|00|0|00000001||
0E91|2|00|0|00000001||
0E92|0|00|0|00000001||
0E93|2|00|0|00000001||
0E94|0|00|0|00000001||
0E95|1|00|0|00000001||
0E96|0|00|0|00000001||
0E97|0|00|0|00000001||
0E98|2|00|0|00000001||
0E99|2|00|0|00000001||
0E9A|2|00|0|00000001||
0E9B|2|00|0|00000001||
0E9C|2|91|1|00000001||
0E9D|2|00|0|00000001||
0E9E|2|00|0|00000001||
0E9F|2|00|0|00000001||
0EA0|2|00|0|00000001||
0EA1|0|A9|1|00000001||
0EA2|0|B1|1|00000001||
0EA3|0|00|0|00000001||
0EA4|0|00|0|00000001||
0EA5|2|00|0|00000001||
0EA6|0|00|0|00000001||
0EA7|2|00|0|00000001||
0EA8|2|00|0|00000001||
0EA9|2|00|0|00000001||
0EAA|0|00|0|00000001||
0EAB|0|00|0|00000001||
0EAC|0|00|0|00000001||
0EAD|2|00|0|00000001||
0EAE|2|00|0|00000001||
0EAF|2|00|0|00000001||
0EB0|2|00|0|00000001|BoughtBadGuyAlert|unused shop item
0EB1|2|00|0|00000001|HaveMagic|
0EB2|2|00|0|00000001|HaveBafomdadHolder|
0EB3|2|00|0|00000001||
0EB4|2|00|0|00000001||
0EB5|2|00|0|00000001||
0EB6|2|00|0|00000001||
0EB7|2|00|0|00000001||
0EB8|2|00|0|00000001||
0EB9|2|00|0|00000001||
0EBA|2|00|0|00000001||
0EBB|2|00|0|00000001||
0EBC|2|00|0|00000001||
0EBD|2|00|0|00000001||
0EBE|2|00|0|00000001||
0EBF|2|00|0|00000001||
0EC0|2|00|0|00000001||
0EC1|2|00|0|00000001||
0EC2|2|00|0|00000001||
0EC3|2|00|0|00000001||
0EC4|1|00|0|00000001||
0EC5|1|00|0|00000001||
0EC6|1|00|0|00000001||
0EC7|1|00|0|00000001||
0EC8|1|00|0|00000001||
0EC9|1|00|0|00000001||
0ECA|2|00|0|00000001||
0ECB|2|00|0|00000001||
0ECC|0|15|1|00000001||
0ECD|0|00|0|00000001||
0ECE|0|39|1|00000001||
0ECF|0|3C|1|00000001||
0ED0|0|61|1|00000001||
0ED1|0|00|0|00000001||
0ED2|0|00|0|00000001||
0ED3|0|00|0|00000001||
0ED4|0|00|0|00000001||
0ED5|0|00|0|00000001||
0ED6|0|00|0|00000001||
0ED7|0|00|0|00000001||
0ED8|0|00|0|00000001||
0ED9|0|00|0|00000001||
0EDA|0|00|0|00000001||
0EDB|3|00|0|00000001||
0EDC|0|00|0|00000001||
0EDD|0|00|0|00000001||
0EDE|2|00|0|00000001||
0EDF|0|00|0|00000001||
0EE0|2|00|0|00000001||
0EE1|2|00|0|00000001||
0EE2|2|00|0|00000001||
0EE3|2|00|0|00000001||
0EE4|2|00|0|00000001||
0EE5|2|00|0|00000001||
0EE6|2|00|0|00000001||
0EE7|2|00|0|00000001||
0EE8|1|00|0|00000001||
0EE9|2|00|0|00000001||
0EEA|0|00|0|00000001||
0EEB|0|00|0|00000001||
0EEC|1|00|0|00000001||
0EED|1|00|0|00000001||
0EEE|2|00|0|00000001||
0EEF|2|00|0|00000001||
0EF0|1|00|0|00000001||
0EF1|1|00|0|00000001||
0EF2|2|00|0|00000001||
0EF3|0|00|0|00000001||
0EF4|2|00|0|00000001||
0EF5|2|00|0|00000001||
0EF6|0|00|0|00000001||
0EF7|2|00|0|00000001||
0EF8|0|00|0|00000001||
0EF9|1|00|0|00000001||
0EFA|0|00|0|00000001||
0EFB|0|00|0|00000001|WarpRelated0EFB|related to warp pads
0EFC|0|00|0|00000001||
0EFD|0|00|0|00000001||
0EFE|0|00|0|00000001|ShopRelated0EFE|related to shopkeeper
0EFF|2|00|0|00000001||
0F00|2|00|0|00000001||
0F01|0|00|0|00000001||
0F02|2|00|0|00000001||
0F03|2|00|0|00000001||
0F04|3|00|0|00000001||
0F05|0|00|0|00000001||
0F06|2|00|0|00000001||
0F07|0|6B|1|00000001||
0F08|0|87|1|00000001||
0F09|0|00|0|00000001||
0F0A|0|00|0|00000001||
0F0B|3|00|0|00000001||
0F0C|2|00|0|00000001||
0F0D|2|00|0|00000001||
0F0E|3|00|0|00000001||
0F0F|0|00|0|00000001||
0F10|2|00|0|00000001|MapBits|
0F11|2|00|0|00000001||
0F12|2|00|0|00000001||
0F13|2|00|0|00000001||
0F14|2|00|0|00000001||
0F15|2|00|0|00000001||
0F16|2|00|0|00000001||
0F17|2|00|0|00000001||
0F18|2|00|0|00000001||
0F19|2|00|0|00000001||
0F1A|2|00|0|00000001||
0F1B|2|00|0|00000001||
0F1C|2|00|0|00000001||
0F1D|0|00|0|00000001||
0F1E|0|00|0|00000001||
0F1F|2|00|0|00000001||
0F20|0|00|0|00000001||
0F21|2|00|0|00000001||
0F22|2|00|0|00000001||
0F23|2|00|0|00000001||
0F24|2|00|0|00000001||
0F25|2|00|0|00000001||
0F26|2|00|0|00000001||
0F27|2|00|0|00000001||
0F28|2|00|0|00000001||
0F29|0|00|0|00000001||
0F2A|0|00|0|00000001||
0F2B|0|00|0|00000001||
0F2C|2|00|0|00000001||
0F2D|2|00|0|00000001||
0F2E|2|00|0|00000001||
0F2F|2|00|0|00000001||
0F30|2|00|0|00000001||
0F31|2|00|0|00000001||
0F32|2|00|0|00000001||
0F33|3|00|0|00000001||
0F34|2|00|0|00000001|Cheat0|Enabled? cheat 0 (Display Credits)
0F35|2|00|0|00000001|Cheat3|Enabled? cheat 3 (Dino Language)
0F36|2|00|0|00000001|Cheat2|Enabled? cheat 2 (Music Test)
0F37|2|00|0|00000001|Cheat6|Enabled? cheat 6
0F38|2|00|0|00000001|Cheat4|Enabled? cheat 4
0F39|2|00|0|00000001|Cheat7|Enabled? cheat 7
0F3A|2|00|0|00000001|Cheat1|Enabled? cheat 1 (Sepia Mode)
0F3B|2|00|0|00000001|Cheat5|Enabled? cheat 5
0F3C|0|00|0|00000001||should be Enabled? cheat 8, but that doesn't exist?
0F3D|0|00|0|00000001||
0F3E|2|00|0|00000001||
0F3F|2|00|0|00000001||
0F40|2|00|0|00000001||
0F41|2|00|0|00000001||
0F42|0|00|0|00000001||
0F43|2|00|0|00000001||
0F44|2|00|0|00000001||
0F45|2|00|0|00000001||
0F46|2|00|0|00000001||
0F47|2|00|0|00000001||
0F48|2|00|0|00000001||
0F49|2|00|0|00000001||
0F4A|2|00|0|00000001||
0F4B|0|00|0|00000001||
0F4C|0|00|0|00000001||
0F4D|0|00|0|00000001||
0F4E|0|00|0|00000001||
0F4F|0|00|0|00000001||
0F50|0|00|0|00000001||
0F51|0|00|0|00000001||
0F52|0|00|0|00000001||
0F53|0|00|0|00000001||
0F54|0|00|0|00000001||
0F55|0|00|0|00000001||
0F56|0|00|0|00000001||
0F57|0|00|0|00000001||
